date,open,high,low,close,volume,amount,outstanding_share,turnover,pct_chg,is_extreme,code
2020-01-02,8480.27,8608.52,8390.05,8495.3,14809916.0,16696837095.0,1256197800.0,0.011789477739890962,,False,600519
2020-01-03,8397.57,8397.57,8096.1,8108.58,13031878.0,14266380596.0,1256197800.0,0.010374065294494228,-0.045521641378173716,False,600519
2020-01-06,8050.69,8216.39,8023.93,8104.29,6341478.0,6853917601.0,1256197800.0,0.005048152448603237,-0.0005290692081720838,False,600519
2020-01-07,8100.61,8262.25,8092.34,8228.64,4785359.0,5220697068.0,1256197800.0,0.0038093992840936355,0.015343725360272176,False,600519
2020-01-08,8157.37,8235.93,8138.8,8180.6,2500825.0,2720371915.0,1256197800.0,0.001990789189409502,-0.005838145793229388,False,600519
2020-01-09,8224.66,8310.29,8194.58,8290.06,3740587.0,4110949814.0,1256197800.0,0.002977705421869072,0.013380436642788984,False,600519
2020-01-10,8337.42,8389.98,8288.56,8363.74,3597587.0,3993457118.0,1256197800.0,0.0028638698459748937,0.008887752320248632,False,600519
2020-01-13,8363.74,8489.29,8359.98,8452.22,3851575.0,4325687959.0,1256197800.0,0.00306605774982252,0.010578999347181872,False,600519
2020-01-14,8451.7,8456.89,8292.32,8325.4,3514465.0,3916300790.0,1256197800.0,0.0027977003303142228,-0.015004342054513509,False,600519
2020-01-15,8337.5,8432.15,8307.35,8360.96,2602911.0,2895603674.0,1256197800.0,0.002072055053750293,0.004271266245465588,False,600519
2020-01-16,8411.63,8411.63,8289.16,8322.39,2319165.0,2571593141.0,1256197800.0,0.0018461782053749815,-0.004613106628903796,False,600519
2020-01-17,8344.94,8365.84,8277.36,8326.15,2347275.0,2599645144.0,1256197800.0,0.0018685552545944595,0.0004517932949550385,False,600519
2020-01-20,8358.93,8358.93,8134.44,8202.1,3539130.0,3858246844.0,1256197800.0,0.0028173349770235227,-0.014898842802495649,False,600519
2020-01-21,8126.92,8172.03,8061.52,8084.07,3287405.0,3542441308.0,1256197800.0,0.002616948541065746,-0.014390217139513162,False,600519
2020-01-22,8044.22,8149.48,7934.31,8085.65,3620004.0,3875275065.0,1256197800.0,0.002881714965589018,0.00019544610573629662,False,600519
2020-01-23,8089.33,8089.33,7796.13,7914.92,5346843.0,5638945742.0,1256197800.0,0.004256370294550746,-0.021115185544761328,False,600519
2020-02-03,7405.2,7598.26,7367.61,7547.44,12344288.0,12314991759.0,1256197800.0,0.009826707227158017,-0.046428769968616335,False,600519
2020-02-04,7630.74,7946.49,7600.74,7803.72,6262418.0,6490469043.0,1256197800.0,0.004985216500140344,0.033955884379339274,False,600519
2020-02-05,7893.86,7923.94,7766.29,7893.79,4741824.0,4956355235.0,1256197800.0,0.0037747431176841737,0.011541931284054341,False,600519
2020-02-06,7964.76,8081.81,7909.05,8051.74,4717121.0,5011246407.0,1256197800.0,0.003755078220961699,0.02000939979401517,False,600519
2020-02-07,8044.3,8096.85,7976.71,8089.33,3127871.0,3348894576.0,1256197800.0,0.00248995102522867,0.004668556113337052,False,600519
2020-02-10,7984.08,8078.81,7947.99,8017.84,3053342.0,3251908506.0,1256197800.0,0.0024306219928103678,-0.008837567511771671,False,600519
2020-02-11,7991.6,8267.36,7990.09,8254.73,4791793.0,5222918915.0,1256197800.0,0.003814521088955895,0.029545363838639815,False,600519
2020-02-12,8187.07,8260.67,8163.61,8249.24,2812543.0,3072293973.0,1256197800.0,0.002238933231693289,-0.0006650732367987633,False,600519
2020-02-13,8254.73,8374.19,8179.62,8202.1,3035736.0,3335277425.0,1256197800.0,0.0024166066840747534,-0.005714465817457048,False,600519
