date,open,high,low,close,volume,amount,outstanding_share,turnover
2020-01-02,80.9,84.72,79.58,84.17,66350931.0,695266628.0,3900643469.0,0.017010252674287674
2020-01-03,83.0,83.55,81.6,81.76,41351705.0,437851322.0,3900643469.0,0.010601252159711293
2020-01-06,81.37,83.55,80.67,81.29,38464827.0,404837332.0,3900643469.0,0.009861149142621114
2020-01-07,81.6,84.8,81.6,83.39,38530668.0,412707297.0,3900643469.0,0.009878028665326347
2020-01-08,83.08,87.21,82.23,85.5,51745516.0,564449697.0,3900643469.0,0.01326589225886515
2020-01-09,85.65,87.68,85.03,85.58,35043075.0,386915559.0,3900643469.0,0.008983921570505371
2020-01-10,85.34,89.01,85.03,88.07,44976592.0,506486747.0,3900643469.0,0.01153055703692154
2020-01-13,88.93,92.75,88.69,92.75,44294336.0,517556054.0,3900643469.0,0.011355648459549072
2020-01-14,93.53,93.84,84.8,87.06,82356452.0,937781738.0,3900643469.0,0.021113555405542758
2020-01-15,87.29,88.62,85.34,87.53,45206870.0,506762861.0,3900643469.0,0.011589592937492846
2020-01-16,87.29,87.99,85.73,87.37,27474968.0,306568700.0,3900643469.0,0.007043701434995211
2020-01-17,86.75,87.53,83.71,84.95,55746208.0,609523904.0,3900643469.0,0.014291541496432008
2020-01-20,86.36,86.9,83.39,85.03,36437497.0,397420605.0,3900643469.0,0.009341406690866163
2020-01-21,84.95,85.11,80.2,80.98,55839729.0,587506082.0,3900643469.0,0.014315517284207345
2020-01-22,80.67,82.62,79.58,81.6,39668739.0,414716013.0,3900643469.0,0.010169793603353806
2020-01-23,80.59,81.45,76.07,77.0,44864757.0,451070283.0,3900643469.0,0.011501886126368243
2020-02-03,69.29,69.29,69.29,69.29,9914200.0,88137238.0,3900643469.0,0.002541683206576602
2020-02-04,64.61,71.86,64.61,71.55,71339171.0,638148302.0,3900643469.0,0.018289077575779845
2020-02-05,71.55,73.5,69.37,69.99,45517973.0,415777596.0,3900643469.0,0.011669349778248087
2020-02-06,69.37,71.31,68.74,70.22,37493224.0,338570081.0,3900643469.0,0.00961206126578189
2020-02-07,69.52,71.0,69.52,70.3,27513985.0,248034191.0,3900643469.0,0.007053704143602159
2020-02-10,70.07,73.73,69.76,73.26,41346711.0,383916873.0,3900643469.0,0.010599971858130365
2020-02-11,73.34,76.69,72.17,74.98,37080036.0,354877480.0,3900643469.0,0.009506133102061269
2020-02-12,74.2,75.21,73.26,74.82,24547347.0,234193077.0,3900643469.0,0.006293153218203035
2020-02-13,74.74,77.55,74.74,76.3,39546418.0,386755002.0,3900643469.0,0.0101384344183957
2020-02-14,76.07,76.07,73.57,74.74,31151004.0,298055477.0,3900643469.0,0.007986119276875649
2020-02-17,77.55,82.23,77.55,82.23,64929884.0,676364449.0,3900643469.0,0.01664594175705219
2020-02-18,82.46,84.56,80.59,83.71,57028089.0,606166517.0,3900643469.0,0.014620174710461342
2020-02-19,83.39,86.28,82.77,83.0,44912914.0,487571297.0,3900643469.0,0.01151423203810889
2020-02-20,83.0,86.43,82.69,84.64,31823595.0,346542891.0,3900643469.0,0.008158550057936607
2020-02-21,86.75,89.4,85.81,88.23,50258134.0,566580871.0,3900643469.0,0.01288457517315331
2020-02-24,86.9,90.41,86.51,88.85,47353135.0,539157313.0,3900643469.0,0.012139826512301015
2020-02-25,87.14,91.97,85.19,90.41,69989663.0,796008634.0,3900643469.0,0.017943106965872764
2020-02-26,88.69,90.49,84.64,84.95,52610185.0,588103442.0,3900643469.0,0.013487565684511937
2020-02-27,84.88,86.9,82.46,84.02,51541302.0,556519243.0,3900643469.0,0.013213538332744247
2020-02-28,81.06,83.16,78.17,79.26,62516907.0,643751068.0,3900643469.0,0.016027331771500595
2020-03-02,80.28,86.43,79.26,84.1,66495955.0,718311514.0,3900643469.0,0.017047432180990238
2020-03-03,85.65,87.53,81.91,82.69,38701834.0,419374574.0,3900643469.0,0.00992191014318002
2020-03-04,81.84,87.14,81.13,87.14,50869208.0,552346581.0,3900643469.0,0.013041234966558284
2020-03-05,87.29,90.88,85.97,89.32,57353053.0,654029761.0,3900643469.0,0.014703485067478747
2020-03-06,89.32,90.41,86.98,89.4,32127822.0,364822937.0,3900643469.0,0.008236544112614461
2020-03-09,87.37,88.46,83.16,83.24,35958191.0,394469129.0,3900643469.0,0.009218527990516019
2020-03-10,82.93,88.38,82.62,87.84,43233187.0,476115702.0,3900643469.0,0.011083603857566507
2020-03-11,87.84,90.64,86.43,86.82,37091409.0,422077685.0,3900643469.0,0.00950904877484459
2020-03-12,85.58,88.77,84.72,87.91,42471718.0,471777810.0,3900643469.0,0.010888387605157973
2020-03-13,83.39,93.14,82.3,91.27,68771048.0,789098064.0,3900643469.0,0.017630693127057492
2020-03-16,92.44,92.44,82.62,82.77,52742435.0,586889315.0,3900643469.0,0.013521470346922394
2020-03-17,83.55,84.8,75.99,79.97,49589634.0,508122363.0,3900643469.0,0.012713193193407444
2020-03-18,79.58,82.77,75.6,76.07,44436354.0,449349850.0,3900643469.0,0.011392057324170686
