symbol,name,trade,pricechange,changepercent,buy,sell,settlement,open,high,low,volume,amount,code,ticktime
sh688469,芯联集成,6.260,-0.080,-1.262,6.260,6.270,6.340,6.350,6.390,6.250,45175072,284489254,688469,15:00:03
sh688475,萤石网络,25.860,-0.360,-1.373,25.860,25.870,26.220,26.410,26.410,25.810,2480779,64498238,688475,15:00:01
sh688520,神州细胞,41.670,-1.720,-3.964,41.660,41.670,43.390,42.000,43.010,41.520,4498839,189531732,688520,15:00:03
sh688525,佰维存储,210.290,-0.530,-0.251,210.280,210.290,210.820,213.600,217.550,210.200,21487927,4567933114,688525,15:34:59
sh688538,和辉光电,2.270,-0.010,-0.439,2.260,2.270,2.280,2.290,2.300,2.250,40518079,92113600,688538,15:00:03
sh688561,奇安信,28.780,-0.370,-1.269,28.780,28.790,29.150,29.270,29.320,28.520,3006981,86636229,688561,15:00:03
sh688563,航材股份,58.300,-0.660,-1.119,58.300,58.310,58.960,59.320,59.840,58.170,1271028,74569809,688563,15:00:03
sh688568,中科星图,57.970,-1.420,-2.391,57.970,57.990,59.390,59.880,60.270,57.890,8091091,474769750,688568,15:00:03
sh688578,艾力斯,97.440,-1.890,-1.903,97.420,97.440,99.330,97.330,97.990,96.390,4181684,406686222,688578,15:00:03
sh688582,芯动联科,60.320,3.010,5.252,60.310,60.320,57.310,57.280,60.500,56.800,6129635,364235368,688582,15:00:03
sh688599,天合光能,15.320,-0.670,-4.190,15.320,15.330,15.990,15.990,16.080,15.270,36043980,559094237,688599,15:34:59
sh688608,恒玄科技,161.900,-4.420,-2.658,161.900,161.910,166.320,167.750,167.750,161.850,2545665,416194249,688608,15:00:01
sh688615,合合信息,164.900,-2.990,-1.781,164.900,165.310,167.890,168.320,169.000,164.500,1529208,254086422,688615,15:00:03
sh688617,惠泰医疗,255.860,-0.440,-0.172,255.530,255.860,256.300,255.020,261.650,254.050,741945,190937472,688617,15:00:00
sh688629,华丰科技,115.590,8.380,7.816,115.500,115.590,107.210,109.380,116.750,108.000,24013950,2720866615,688629,15:34:59
sh688676,金盘科技,72.000,-1.000,-1.370,71.990,72.000,73.000,73.980,74.000,72.000,6341148,461400974,688676,15:34:59
sh688692,达梦数据,208.340,-1.820,-0.866,208.310,208.340,210.160,209.000,212.550,206.540,520586,108433649,688692,15:00:03
sh688702,盛科通信,173.780,5.110,3.030,173.770,173.780,168.670,172.570,178.000,167.510,6171095,1070610575,688702,15:00:01
sh688709,成都华微,41.350,0.150,0.364,41.350,41.370,41.200,41.580,42.040,41.310,3069190,127760453,688709,15:00:03
sh688728,格科微,12.780,-0.090,-0.699,12.770,12.780,12.870,12.900,12.980,12.740,7381975,94842805,688728,15:00:00
sh688772,珠海冠宇,14.690,-0.360,-2.392,14.690,14.700,15.050,15.160,15.220,14.680,16999420,252264742,688772,15:00:03
sh688777,中控技术,64.000,-0.780,-1.204,64.000,64.010,64.780,64.990,65.290,63.860,7865206,507468410,688777,15:00:03
sh688778,厦钨新能,69.160,-1.440,-2.040,69.100,69.160,70.600,70.800,71.480,68.800,3091443,215425298,688778,15:00:03
sh688819,天能股份,31.200,-0.600,-1.887,31.200,31.210,31.800,32.090,32.430,31.090,3620140,114083800,688819,15:00:01
sh689009,九号公司,44.270,0.790,1.817,44.260,44.270,43.480,43.790,44.800,43.480,10459978,463424790,689009,15:00:01
sz000009,中国宝安,8.430,-0.230,-2.656,8.420,8.430,8.660,8.680,8.760,8.420,16388615,139430435,000009,15:00:00
sz000021,深科技,25.650,0.000,0.000,25.650,25.660,25.650,25.910,26.090,25.480,44821881,1156082605,000021,15:00:00
sz000027,深圳能源,6.600,-0.180,-2.655,6.600,6.610,6.780,6.790,6.810,6.600,44092482,293582431,000027,15:00:00
sz000032,深桑达Ａ,17.140,-0.360,-2.057,17.140,17.150,17.500,17.590,17.620,17.010,15920970,274446640,000032,15:00:00
sz000034,神州数码,32.060,-0.200,-0.620,32.050,32.060,32.260,32.510,32.650,31.790,12196857,393016111,000034,15:00:00
sz000039,中集集团,10.740,0.140,1.321,10.740,10.750,10.600,10.590,10.840,10.330,43848657,467140120,000039,15:00:00
sz000050,深天马Ａ,7.790,-0.100,-1.267,7.790,7.800,7.890,7.910,7.950,7.770,14487751,113375800,000050,15:00:00
sz000060,中金岭南,5.990,-0.100,-1.642,5.980,5.990,6.090,6.100,6.120,5.960,57422414,345252438,000060,15:00:00
sz000062,深圳华强,24.570,0.240,0.986,24.570,24.580,24.330,24.340,25.390,24.130,27030726,669769423,000062,15:00:00
sz000088,盐 田 港,4.550,-0.040,-0.871,4.540,4.550,4.590,4.580,4.610,4.520,24406465,111192282,000088,15:00:00
sz000155,川能动力,16.100,-0.870,-5.127,16.100,16.110,16.970,16.370,16.850,16.050,117215233,1908372973,000155,15:00:00
sz000400,许继电气,26.910,-0.490,-1.788,26.910,26.920,27.400,27.450,27.600,26.850,15795917,427835317,000400,15:00:00
sz000415,渤海租赁,4.310,-0.050,-1.147,4.300,4.310,4.360,4.370,4.410,4.250,47552296,204874166,000415,15:00:00
sz000423,东阿阿胶,56.110,-0.970,-1.699,56.060,56.110,57.080,56.760,56.960,55.710,4777786,268305168,000423,15:00:00
sz000426,兴业银锡,39.420,-0.540,-1.351,39.420,39.430,39.960,40.510,40.630,39.380,29675360,1179384390,000426,15:00:00
sz000429,粤高速Ａ,13.080,-0.050,-0.381,13.080,13.090,13.130,13.120,13.180,12.980,6947398,90559893,000429,15:00:00
sz000513,丽珠集团,34.430,-0.640,-1.825,34.420,34.430,35.070,34.720,34.900,34.380,5763768,199299917,000513,15:00:00
sz000519,中兵红箭,16.550,-0.320,-1.897,16.540,16.550,16.870,16.780,16.880,16.420,17395280,288296282,000519,15:00:00
sz000528,柳 工,9.240,-0.150,-1.597,9.230,9.240,9.390,9.360,9.400,9.200,16298953,151146118,000528,15:00:00
sz000537,绿发电力,9.710,-0.250,-2.510,9.710,9.720,9.960,9.990,10.030,9.650,40180496,391720513,000537,15:00:00
sz000539,粤电力Ａ,5.340,-0.270,-4.813,5.340,5.350,5.610,5.610,5.630,5.320,91700855,494801226,000539,15:00:00
sz000559,万向钱潮,14.800,-0.440,-2.887,14.800,14.810,15.240,15.410,15.420,14.790,42553207,635512904,000559,15:00:00
sz000563,陕国投Ａ,3.330,-0.040,-1.187,3.320,3.330,3.370,3.380,3.400,3.310,39509150,132102942,000563,15:00:00
sz000582,北部湾港,10.320,-0.210,-1.994,10.320,10.330,10.530,10.580,10.680,10.300,24103184,250993956,000582,15:00:00
sz000591,太阳能,5.200,-0.180,-3.346,5.200,5.210,5.380,5.360,5.370,5.190,86066045,450734210,000591,15:00:00
sz000598,兴蓉环境,6.630,-0.100,-1.486,6.620,6.630,6.730,6.730,6.750,6.600,22584265,150272675,000598,15:00:00
sz000623,吉林敖东,17.440,-0.270,-1.525,17.420,17.440,17.710,17.720,17.760,17.420,6600239,115811966,000623,15:00:00
sz000629,钒钛股份,3.210,-0.080,-2.432,3.210,3.220,3.290,3.300,3.310,3.200,79932850,258393184,000629,15:00:00
sz000657,中钨高新,46.270,0.100,0.217,46.260,46.270,46.170,46.860,47.240,46.000,35531363,1652537007,000657,15:00:00
sz000683,博源化工,8.410,0.130,1.570,8.400,8.410,8.280,8.270,8.460,8.180,40605324,338593809,000683,15:00:00
sz000703,恒逸石化,12.870,0.140,1.100,12.860,12.870,12.730,12.730,13.000,12.430,28500873,365899708,000703,15:00:00
sz000709,河钢股份,2.280,-0.030,-1.299,2.270,2.280,2.310,2.310,2.320,2.270,70278559,160698833,000709,15:00:00
sz000723,美锦能源,4.420,-0.210,-4.536,4.420,4.430,4.630,4.630,4.640,4.420,88641800,396900752,000723,15:00:00
sz000728,国元证券,7.560,-0.080,-1.047,7.550,7.560,7.640,7.660,7.670,7.540,12459090,94681988,000728,15:00:00
sz000729,燕京啤酒,13.870,0.940,7.270,13.870,13.880,12.930,13.810,14.220,13.740,87954809,1227547194,000729,15:00:00
sz000733,振华科技,44.000,-0.880,-1.961,44.000,44.010,44.880,44.980,45.100,43.980,6981688,309170738,000733,15:00:00
sz000738,航发控制,20.720,-0.670,-3.132,20.710,20.720,21.390,21.510,21.590,20.700,16311734,342050430,000738,15:00:00
sz000739,普洛药业,17.600,-0.830,-4.504,17.600,17.610,18.430,18.070,18.250,17.570,11092421,197957893,000739,15:00:00
sz000750,国海证券,3.740,-0.040,-1.058,3.730,3.740,3.780,3.780,3.800,3.730,35056714,131685635,000750,15:00:00
sz000783,长江证券,6.800,-0.110,-1.592,6.800,6.810,6.910,6.910,6.940,6.790,28615911,195928873,000783,15:00:00
sz000785,居然智家,2.340,-0.070,-2.905,2.340,2.350,2.410,2.410,2.420,2.330,40441301,95314586,000785,15:00:00
sz000825,太钢不锈,4.290,-0.070,-1.606,4.280,4.290,4.360,4.370,4.380,4.270,27686185,119224109,000825,15:00:00
sz000830,鲁西化工,15.340,-0.510,-3.218,15.330,15.340,15.850,15.790,15.790,15.070,26503648,405742367,000830,15:00:00
sz000831,中国稀土,47.000,-0.250,-0.529,46.990,47.000,47.250,47.190,47.720,46.910,15503945,732850290,000831,15:00:00
sz000878,云南铜业,17.400,-0.450,-2.521,17.400,17.410,17.850,17.920,17.990,17.380,29359833,515584867,000878,15:00:00
sz000883,湖北能源,4.600,-0.130,-2.748,4.600,4.610,4.730,4.720,4.730,4.580,41353594,191712755,000883,15:00:00
sz000887,中鼎股份,17.590,-0.260,-1.457,17.590,17.600,17.850,17.910,18.000,17.570,9163100,162185831,000887,15:00:00
sz000893,亚钾国际,60.300,-1.320,-2.142,60.300,60.340,61.620,62.210,62.250,58.010,12134580,722986060,000893,15:00:00
sz000898,鞍钢股份,2.300,-0.030,-1.288,2.300,2.310,2.330,2.330,2.340,2.290,31280523,72224935,000898,15:00:00
sz000921,海信家电,21.510,-0.310,-1.421,21.510,21.520,21.820,21.880,21.920,21.400,5393800,116130398,000921,15:00:00
sz000932,华菱钢铁,4.950,-0.090,-1.786,4.940,4.950,5.040,5.040,5.040,4.930,41215277,204894669,000932,15:00:00
sz000933,神火股份,30.760,-0.800,-2.535,30.760,30.770,31.560,32.240,32.240,30.500,30062812,927202021,000933,15:00:00
sz000937,冀中能源,5.490,-0.160,-2.832,5.490,5.500,5.650,5.650,5.650,5.460,24561863,135499433,000937,15:00:00
sz000951,中国重汽,24.440,0.940,4.000,24.440,24.450,23.500,23.490,24.960,23.410,28444622,694641726,000951,15:00:00
sz000958,电投产融,6.020,-0.190,-3.060,6.010,6.020,6.210,6.220,6.240,5.990,41393353,251003632,000958,15:00:00
sz000959,首钢股份,0.000,0.000,0.000,0.000,0.000,4.670,0.000,0.000,0.000,0,0,000959,15:00:00
sz000960,锡业股份,30.290,-0.550,-1.783,30.290,30.300,30.840,31.140,31.260,30.240,25552485,779912468,000960,15:00:00
sz000967,盈峰环境,9.010,-0.300,-3.222,9.010,9.020,9.310,9.260,9.440,8.850,80505281,728260124,000967,15:00:00
sz000987,越秀资本,8.030,-0.140,-1.714,8.030,8.040,8.170,8.310,8.360,7.960,51645440,417912729,000987,15:00:00
sz000997,新 大 陆,19.580,-0.210,-1.061,19.570,19.580,19.790,19.980,20.300,19.480,9315283,183565136,000997,15:00:00
sz001213,中铁特货,4.060,-0.060,-1.456,4.060,4.070,4.120,4.120,4.270,4.050,27879787,114981452,001213,15:00:00
sz001221,悍高集团,61.750,-2.000,-3.137,61.750,61.760,63.750,64.000,64.600,61.680,1356142,85314914,001221,15:00:00
sz001286,陕西能源,10.830,-0.170,-1.545,10.830,10.840,11.000,11.010,11.140,10.820,15804129,173072759,001286,15:00:00
sz001389,广合科技,116.900,1.110,0.959,116.900,116.920,115.790,116.650,122.260,115.600,7830491,924576203,001389,15:00:00
sz001696,宗申动力,18.510,-0.620,-3.241,18.500,18.510,19.130,19.050,19.280,18.500,21329716,401556778,001696,15:00:00
sz002007,华兰生物,14.610,-0.250,-1.682,14.610,14.620,14.860,14.890,14.900,14.600,7675570,112845938,002007,15:00:00
sz002008,大族激光,63.860,2.150,3.484,63.850,63.860,61.710,62.230,65.480,61.810,28384406,1812144658,002008,15:00:00
sz002025,航天电器,60.650,0.030,0.049,60.650,60.660,60.620,60.620,62.830,58.700,23814317,1450783437,002025,15:00:00
sz002032,苏 泊 尔,45.960,0.950,2.111,45.960,45.970,45.010,45.030,46.300,45.030,3715725,170841211,002032,15:00:00
sz002044,美年健康,5.440,-0.190,-3.375,5.440,5.450,5.630,5.600,5.630,5.440,60837551,334308440,002044,15:00:00
sz002056,横店东磁,17.900,-0.470,-2.559,17.900,17.910,18.370,18.440,18.610,17.880,21566363,389704097,002056,15:00:00
sz002064,华峰化学,10.280,-0.140,-1.344,10.280,10.290,10.420,10.470,10.470,10.200,18066065,186544297,002064,15:00:00
sz002065,东华软件,7.840,-0.100,-1.259,7.840,7.850,7.940,7.970,8.000,7.810,19016607,150038969,002065,15:00:00
sz002078,太阳纸业,15.000,-0.140,-0.925,14.990,15.000,15.140,15.170,15.180,14.910,8709600,130989522,002078,15:00:00
sz002080,中材科技,39.720,0.200,0.506,39.720,39.730,39.520,39.910,40.950,39.680,28331040,1138136267,002080,15:00:00
sz002085,万丰奥威,13.410,-0.380,-2.756,13.410,13.420,13.790,13.820,13.870,13.400,19341129,262575979,002085,15:00:00
sz002120,韵达股份,6.650,-0.100,-1.481,6.640,6.650,6.750,6.720,6.760,6.640,11676800,77984257,002120,15:00:00
sz002126,银轮股份,41.700,-0.240,-0.572,41.680,41.700,41.940,42.210,42.710,41.600,10326650,435060969,002126,15:00:00
sz002128,电投能源,30.340,-0.430,-1.397,30.340,30.350,30.770,30.680,30.770,29.680,10976912,330657048,002128,15:00:00
sz002130,沃尔核材,22.890,-0.290,-1.251,22.880,22.890,23.180,23.290,23.450,22.880,23158151,535382383,002130,15:00:00
sz002131,利欧股份,7.120,-0.330,-4.430,7.120,7.130,7.450,7.440,7.440,7.110,313009777,2253492554,002131,15:00:00
sz002138,顺络电子,32.430,-0.280,-0.856,32.430,32.440,32.710,32.790,33.000,32.320,12125512,395111102,002138,15:00:00
sz002152,广电运通,11.370,0.060,0.531,11.370,11.380,11.310,11.450,11.560,11.350,18149188,207787951,002152,15:00:00
sz002153,石基信息,9.210,-0.230,-2.436,9.210,9.220,9.440,9.500,9.560,9.180,14689160,136519575,002153,15:00:00
sz002155,湖南黄金,29.050,-0.280,-0.955,29.050,29.060,29.330,29.680,29.710,28.800,38932198,1134376297,002155,15:00:00
sz002156,通富微电,40.420,-0.350,-0.858,40.410,40.420,40.770,41.200,41.250,40.400,28133921,1147643160,002156,15:00:00
sz002157,正邦科技,3.030,-0.050,-1.623,3.020,3.030,3.080,3.070,3.070,3.000,115065742,347588353,002157,15:00:00
sz002185,华天科技,11.360,-0.190,-1.645,11.360,11.370,11.550,11.560,11.610,11.300,58127698,662782245,002185,15:00:00
sz002195,岩山科技,8.530,-0.320,-3.616,8.520,8.530,8.850,8.850,8.900,8.510,170941252,1470515267,002195,15:00:00
sz002202,金风科技,24.220,0.210,0.875,24.220,24.230,24.010,23.900,24.440,22.930,242114027,5712791331,002202,15:00:00
sz002203,海亮股份,15.040,0.360,2.452,15.040,15.050,14.680,14.670,15.400,14.370,37978784,566120854,002203,15:00:00
sz002223,鱼跃医疗,33.220,-0.580,-1.716,33.220,33.240,33.800,33.710,33.800,33.150,4610799,153747049,002223,15:00:00
sz002244,滨江集团,9.500,-0.150,-1.554,9.500,9.510,9.650,9.630,9.690,9.380,15915113,151530367,002244,15:00:00
sz002261,拓维信息,33.570,0.130,0.389,33.560,33.570,33.440,33.920,34.310,33.220,65970268,2226285553,002261,15:00:00
sz002262,恩华药业,22.680,-0.280,-1.220,22.680,22.690,22.960,22.960,22.990,22.600,5028571,114375924,002262,15:00:00
sz002265,建设工业,22.200,-1.370,-5.812,22.200,22.210,23.570,23.010,23.220,21.850,22283586,496553205,002265,15:00:00
sz002266,浙富控股,4.070,-0.080,-1.928,4.060,4.070,4.150,4.150,4.160,4.060,41542933,170036683,002266,15:00:00
sz002271,东方雨虹,15.100,-0.460,-2.956,15.090,15.100,15.560,15.540,15.600,14.970,21389136,324253912,002271,15:00:00
sz002273,水晶光电,24.880,0.040,0.161,24.880,24.890,24.840,25.210,25.550,24.340,65263757,1627729835,002273,15:00:00
sz002281,光迅科技,90.390,6.490,7.735,90.390,90.400,83.900,85.020,91.950,85.000,84058696,7537469145,002281,15:00:00
sz002294,信立泰,66.400,-1.900,-2.782,66.390,66.400,68.300,66.960,68.050,66.000,10357374,690426786,002294,15:00:00
sz002299,圣农发展,17.790,-0.540,-2.946,17.790,17.800,18.330,18.240,18.430,17.730,6877927,123191675,002299,15:00:00
sz002312,川发龙蟒,10.940,-0.360,-3.186,10.940,10.950,11.300,11.360,11.390,10.940,30535252,337207701,002312,15:00:00
sz002318,久立特材,30.040,-0.680,-2.214,30.040,30.050,30.720,30.970,31.200,29.950,7791935,236271753,002318,15:00:00
sz002335,科华数据,53.470,-0.180,-0.336,53.470,53.480,53.650,54.170,54.490,52.910,14054181,754532329,002335,15:00:00
sz002340,格林美,7.620,-0.170,-2.182,7.620,7.630,7.790,7.790,7.850,7.610,83766131,642319909,002340,15:00:00
sz002353,杰瑞股份,107.370,-0.630,-0.583,107.370,107.380,108.000,106.630,110.200,106.020,23924787,2586333333,002353,15:00:00
sz002372,伟星新材,10.800,-0.500,-4.425,10.800,10.810,11.300,10.970,11.000,10.330,23849973,254474527,002372,15:00:00
sz002385,大北农,3.900,-0.070,-1.763,3.900,3.910,3.970,3.980,3.980,3.880,64783000,252727105,002385,15:00:00
sz002402,和而泰,29.240,-0.760,-2.533,29.240,29.250,30.000,30.090,30.160,29.160,16672143,491616749,002402,15:00:00
sz002409,雅克科技,78.150,0.920,1.191,78.140,78.150,77.230,78.020,80.120,77.650,8504545,669222432,002409,15:00:00
sz002410,广联达,10.860,-0.150,-1.362,10.860,10.870,11.010,11.020,11.080,10.820,21470703,234197662,002410,15:00:00
sz002414,高德红外,12.730,-0.200,-1.547,12.730,12.740,12.930,13.000,13.030,12.670,35780821,457658903,002414,15:00:00
sz002423,中粮资本,10.250,0.070,0.688,10.250,10.260,10.180,10.550,10.650,10.250,18958000,197900283,002423,15:00:00
sz002429,兆驰股份,9.550,0.030,0.315,9.550,9.560,9.520,9.750,9.840,9.540,91343766,884361687,002429,15:00:00
sz002430,杭氧股份,27.740,0.100,0.362,27.740,27.750,27.640,27.740,28.520,27.570,9255132,258983063,002430,15:00:00
sz002432,九安医疗,81.130,-0.020,-0.025,81.120,81.150,81.150,80.000,82.800,79.060,33535037,2707764867,002432,15:00:00
sz002436,兴森科技,19.650,-0.100,-0.506,19.650,19.660,19.750,19.900,19.950,19.510,35889206,708931864,002436,15:00:00
sz002439,启明星辰,12.640,-0.100,-0.785,12.640,12.650,12.740,12.840,12.840,12.600,6780200,85784561,002439,15:00:00
sz002444,巨星科技,29.800,-0.690,-2.263,29.800,29.880,30.490,30.490,30.540,29.600,11483500,343170665,002444,15:00:00
sz002461,珠江啤酒,9.440,0.050,0.532,9.430,9.440,9.390,9.410,9.760,9.410,15489125,148028367,002461,15:00:00
sz002465,海格通信,14.290,-0.260,-1.787,14.290,14.300,14.550,14.770,14.770,14.280,40713952,587553566,002465,15:00:00
sz002472,双环传动,35.180,-0.720,-2.006,35.180,35.190,35.900,35.910,35.990,35.110,7461189,264001218,002472,15:00:00
sz002500,山西证券,5.500,-0.080,-1.434,5.490,5.500,5.580,5.580,5.610,5.480,13281130,73388141,002500,15:00:00
sz002508,老板电器,20.880,0.020,0.096,20.870,20.880,20.860,20.860,20.970,20.570,4033050,83952901,002508,15:00:00
sz002517,恺英网络,18.390,-0.360,-1.920,18.380,18.390,18.750,18.920,19.300,18.220,42767250,790380129,002517,15:00:00
sz002532,天山铝业,17.290,-0.680,-3.784,17.290,17.300,17.970,17.900,17.990,17.180,71296079,1244010617,002532,15:00:00
sz002558,巨人网络,33.200,-0.850,-2.496,33.200,33.210,34.050,34.690,34.750,33.070,38260729,1279962486,002558,15:00:00
sz002568,百润股份,16.810,-0.420,-2.438,16.810,16.820,17.230,17.210,17.300,16.780,4838133,81912734,002568,15:00:00
sz002583,海能达,10.110,0.250,2.535,10.100,10.110,9.860,9.940,10.420,9.720,33835650,341241915,002583,15:00:00
sz002595,豪迈科技,78.860,0.060,0.076,78.860,78.900,78.800,79.300,79.430,78.220,2244631,177229708,002595,15:00:00
sz002603,以岭药业,16.890,-0.440,-2.539,16.880,16.890,17.330,17.180,17.310,16.870,14627743,249208545,002603,15:00:00
sz002607,中公教育,2.560,-0.050,-1.916,2.560,2.570,2.610,2.610,2.620,2.540,70843937,181749665,002607,15:00:00
sz002608,江苏国信,7.830,-0.250,-3.094,7.830,7.840,8.080,8.120,8.130,7.770,21075484,166526476,002608,15:00:00
sz002624,完美世界,19.210,-0.380,-1.940,19.210,19.220,19.590,19.870,19.900,19.010,57409207,1114244921,002624,15:00:00
sz002670,国盛证券,13.840,-0.310,-2.191,13.840,13.850,14.150,14.180,14.230,13.830,10969600,153135739,002670,15:00:00
sz002673,西部证券,7.080,-0.060,-0.840,7.070,7.080,7.140,7.140,7.160,7.050,24053096,170908213,002673,15:00:00
sz002683,广东宏大,37.560,-1.140,-2.946,37.550,37.560,38.700,38.680,38.920,37.230,6157055,232509573,002683,15:00:00
sz002738,中矿资源,72.210,-1.500,-2.035,72.200,72.210,73.710,73.640,74.450,70.900,21637049,1566353402,002738,15:00:00
sz002739,万达电影,9.510,-0.180,-1.858,9.510,9.520,9.690,9.720,9.740,9.510,17739594,169865109,002739,15:00:00
sz002756,永兴材料,72.590,-1.290,-1.746,72.590,72.600,73.880,73.500,74.940,71.420,12605518,918835503,002756,15:00:00
sz002773,康弘药业,28.640,-1.360,-4.533,28.640,28.650,30.000,29.250,29.530,28.550,13238264,381943870,002773,15:00:00
sz002797,第一创业,6.970,-0.060,-0.853,6.960,6.970,7.030,7.040,7.190,6.940,105308439,741556932,002797,15:00:00
sz002821,凯莱英,122.060,-4.590,-3.624,122.060,122.070,126.650,125.010,125.500,121.350,21306284,2622100645,002821,15:00:00
sz002831,裕同科技,35.290,3.210,10.006,35.290,0.000,32.080,32.880,35.290,32.570,21922161,763282024,002831,15:00:00
sz002837,英维克,83.630,0.860,1.039,83.630,83.640,82.770,84.010,85.490,82.800,28181021,2369641162,002837,15:00:00
sz002841,视源股份,32.320,-0.430,-1.313,32.320,32.330,32.750,32.870,32.980,32.260,2512038,81560133,002841,15:00:00
sz002850,科达利,180.990,-2.910,-1.582,180.980,180.990,183.900,186.900,188.800,179.040,7007491,1282803347,002850,15:00:00
sz002851,麦格米特,94.570,-1.830,-1.898,94.570,94.580,96.400,97.740,98.290,94.560,11017417,1055663705,002851,15:00:00
sz002926,华西证券,8.190,-0.100,-1.206,8.190,8.200,8.290,8.330,8.340,8.180,9687040,79813008,002926,15:00:00
sz002939,长城证券,8.740,-0.080,-0.907,8.740,8.750,8.820,8.840,8.880,8.730,10644891,93578778,002939,15:00:00
sz002945,华林证券,15.600,-0.210,-1.328,15.600,15.610,15.810,15.760,15.910,15.600,12621874,198384681,002945,15:00:00
sz002958,青农商行,2.990,-0.060,-1.967,2.980,2.990,3.050,3.060,3.060,2.980,50333500,151318737,002958,15:00:00
sz002966,苏州银行,8.290,-0.140,-1.661,8.280,8.290,8.430,8.410,8.430,8.270,20756500,172953757,002966,15:00:00
sz002984,森麒麟,17.400,0.050,0.288,17.400,17.410,17.350,17.390,17.500,17.260,6020000,104627486,002984,15:00:00
sz003021,兆威机电,93.780,-1.970,-2.057,93.780,93.790,95.750,95.430,95.750,93.700,2211108,208828666,003021,15:00:00
sz003022,联泓新科,19.450,-0.170,-0.866,19.440,19.450,19.620,19.750,19.880,19.400,8342466,163503113,003022,15:00:00
sz003031,中瓷电子,88.570,8.050,9.998,88.570,0.000,80.520,82.600,88.570,81.600,18903270,1632018557,003031,15:00:00
sz003035,南网能源,7.200,-0.280,-3.743,7.200,7.210,7.480,7.480,7.490,7.170,66170918,480659523,003035,15:00:00
sz300001,特锐德,26.530,-0.540,-1.995,26.530,26.540,27.070,27.430,27.450,26.490,15903065,425639944,300001,15:36:00
sz300002,神州泰岳,9.270,-0.030,-0.323,9.260,9.270,9.300,9.350,9.380,9.230,22179904,206176029,300002,15:35:15
sz300003,乐普医疗,16.140,-0.520,-3.121,16.140,16.150,16.660,16.540,16.600,16.140,21130887,343917077,300003,15:35:30
sz300012,华测检测,14.470,0.010,0.069,14.460,14.470,14.460,14.480,14.800,14.430,19417388,283136790,300012,15:35:45
sz300017,网宿科技,16.550,0.000,0.000,16.550,16.560,16.550,16.880,16.970,16.320,148192111,2469430438,300017,15:36:00
sz300024,机器人,14.200,-0.380,-2.606,14.190,14.200,14.580,14.610,14.660,14.180,13173201,188754981,300024,15:35:30
sz300037,新宙邦,53.740,-1.790,-3.223,53.740,53.750,55.530,55.780,56.350,52.450,17772159,955265274,300037,15:35:30
sz300054,鼎龙股份,49.750,2.220,4.671,49.750,49.760,47.530,47.960,50.780,47.880,52659327,2608041025,300054,15:35:30
sz300058,蓝色光标,13.370,-0.490,-3.535,13.360,13.370,13.860,13.970,14.020,13.310,217365669,2945225959,300058,15:35:30
sz300070,碧水源,3.800,-0.080,-2.062,3.800,3.810,3.880,3.870,3.890,3.780,29951017,114434769,300070,15:36:00
sz300073,当升科技,50.900,-0.960,-1.851,50.900,50.910,51.860,52.000,52.800,50.810,8214806,422086544,300073,15:35:45
sz300100,双林股份,28.720,-0.940,-3.169,28.710,28.720,29.660,29.760,29.860,28.690,6820666,198287180,300100,15:36:00
sz300115,长盈精密,30.920,-0.370,-1.182,30.920,30.930,31.290,31.490,31.700,30.720,22190528,689002267,300115,15:36:00
sz300136,信维通信,61.770,0.250,0.406,61.760,61.770,61.520,63.380,64.980,61.500,67694151,4275746059,300136,15:35:45
sz300140,节能环境,6.230,-0.450,-6.737,6.230,6.240,6.680,6.690,6.730,6.220,39379241,250368733,300140,15:35:45
sz300142,沃森生物,12.350,-0.340,-2.679,12.350,12.360,12.690,12.620,12.700,12.290,38649804,479402285,300142,15:35:15
sz300144,宋城演艺,7.630,-0.160,-2.054,7.630,7.640,7.790,7.790,7.820,7.620,16901839,129877692,300144,15:35:45
sz300146,汤臣倍健,10.760,-0.180,-1.645,10.760,10.770,10.940,10.950,10.980,10.730,11149000,120483372,300146,15:35:15
sz300207,欣旺达,23.520,-1.230,-4.970,23.510,23.520,24.750,24.750,24.890,23.510,66791719,1592668245,300207,15:35:30
sz300223,北京君正,104.700,-1.420,-1.338,104.700,104.710,106.120,108.000,108.760,104.380,11751125,1241603431,300223,15:36:00
sz300285,国瓷材料,30.600,0.460,1.526,30.600,30.610,30.140,30.400,31.130,30.050,22467937,687809729,300285,15:35:30
sz300339,润和软件,37.500,-0.810,-2.114,37.490,37.500,38.310,38.390,38.650,37.460,13059765,495492403,300339,15:35:30
sz300346,南大光电,44.800,0.290,0.652,44.790,44.800,44.510,44.900,45.440,44.800,14242749,641910169,300346,15:35:15
sz300373,扬杰科技,72.170,0.430,0.599,72.170,72.180,71.740,73.020,74.460,72.030,12893964,943875840,300373,15:35:45
sz300383,光环新网,16.880,0.600,3.686,16.880,16.890,16.280,16.940,17.350,16.510,199857598,3387439479,300383,15:36:00
sz300390,天华新能,58.150,-1.200,-2.022,58.140,58.150,59.350,58.590,59.980,56.900,29103839,1698159145,300390,15:35:45
sz300395,菲利华,93.760,2.430,2.661,93.750,93.760,91.330,92.050,95.620,91.480,22143041,2077612456,300395,15:35:45
sz300432,富临精工,22.120,-0.800,-3.490,22.120,22.130,22.920,22.940,23.100,21.880,61531828,1365603632,300432,15:35:45
