Indexcd,Idxtrd01,Idxtrd02,Idxtrd03,Idxtrd04,Idxtrd05,Idxtrd06,Idxtrd07,Idxtrd08,Idxtrd09
000300,2021/5/19,5173.167,5193.557,5151.639,5172.272,1187299.83,25073627.82,-0.2955,沪深300
000300,2021/5/20,5167.055,5201.594,5152.036,5186.412,1384547.75,27708846.2,0.2734,沪深300
000300,2021/5/21,5199.129,5216.162,5123.117,5134.148,1247684.85,26805362.75,-1.0077,沪深300
000300,2021/5/24,5138.815,5155.588,5092.389,5155.588,1267423.36,27851313.32,0.4176,沪深300
000300,2021/5/25,5165.036,5324.361,5161.524,5318.478,1829968.39,40468330.56,3.1595,沪深300
000300,2021/5/26,5326.117,5344.284,5308.739,5320.593,1696070.96,34644464.48,0.0398,沪深300
000300,2021/5/27,5311.373,5378.476,5286.05,5338.233,1484628.55,31189370.59,0.3315,沪深300
000300,2021/5/28,5338.728,5360.277,5288.652,5321.089,1646058.06,33071189.63,-0.3212,沪深300
000300,2021/5/31,5318.083,5331.629,5281.685,5331.57,1446032.69,32145079.82,0.197,沪深300
000300,2021/6/1,5320.475,5343.753,5269.259,5341.68,1438314.74,32184584.22,0.1896,沪深300
000300,2021/6/2,5348.344,5352.64,5266.785,5289.974,1377543.19,29617617.72,-0.968,沪深300
000300,2021/6/3,5285.71,5314.369,5255.072,5255.286,1419688.78,28544863.25,-0.6557,沪深300
000300,2021/6/4,5228.276,5334.49,5221.229,5282.277,1447320.87,29232604.88,0.5136,沪深300
000300,2021/6/7,5284.891,5286.842,5242.948,5277.627,1277049.71,28046326.06,-0.088,沪深300
000300,2021/6/8,5276.971,5319.041,5201.14,5232.117,1305595.32,30404221.83,-0.8623,沪深300
000300,2021/6/9,5224.95,5253.356,5215.351,5236.449,1218203.21,25507544.87,0.0828,沪深300
000300,2021/6/10,5236.469,5299.53,5229.518,5271.466,1389919.67,30145433.46,0.6687,沪深300
000300,2021/6/11,5275.746,5276.104,5213.599,5224.703,1808071.73,36536349.45,-0.8871,沪深300
000300,2021/6/15,5218.565,5225.502,5137.409,5166.56,1428800.58,33061661.86,-1.1128,沪深300
000300,2021/6/16,5163.249,5164.519,5076.022,5080.491,1251479.85,29828677.29,-1.6659,沪深300
000300,2021/6/17,5074.384,5123.365,5073.821,5101.892,1204525.18,28192728.07,0.4212,沪深300
000300,2021/6/18,5104.93,5128.031,5064.921,5102.466,1485858.05,35669709.61,0.0113,沪深300
000300,2021/6/21,5088.089,5123.783,5058.57,5090.385,1321845.16,33152711.46,-0.2368,沪深300
000300,2021/6/22,5106.074,5125.819,5086.278,5122.158,1304167.53,31369036.71,0.6242,沪深300
000300,2021/6/23,5127.191,5171.033,5109.757,5147.394,1363560.58,35876566.63,0.4927,沪深300
000300,2021/6/24,5156.564,5160.435,5120.584,5155.974,1266856.25,31260742.26,0.1667,沪深300
000300,2021/6/25,5159.802,5251.608,5157.476,5239.968,1549310.61,36826564.12,1.6291,沪深300
000300,2021/6/28,5253.608,5260.637,5226.22,5251.76,1331937.83,33745277.17,0.225,沪深300
000300,2021/6/29,5248.525,5248.525,5182.677,5190.545,1251629.97,31489684.3,-1.1656,沪深300
000300,2021/6/30,5189.38,5231.426,5186.625,5224.041,1037526.71,28101550.49,0.6453,沪深300
000300,2021/7/1,5241.204,5252.264,5190.876,5229.664,1272406.2,32409740.03,0.1076,沪深300
000300,2021/7/2,5186.661,5186.661,5074.362,5081.117,1304264.24,34257896.12,-2.8405,沪深300
000300,2021/7/5,5073.779,5098.231,5048.004,5085.792,1312115.89,33519778.66,0.092,沪深300
000300,2021/7/6,5089.778,5092.207,5028.506,5083.104,1406552.2,36282890.18,-0.0529,沪深300
000300,2021/7/7,5052.42,5152.771,5045.406,5140.49,1485490.6,33673140.34,1.129,沪深300
000300,2021/7/8,5149.31,5151.217,5078.93,5088.257,1739010.08,39787986.99,-1.0161,沪深300
000300,2021/7/9,5063.148,5081.409,5006.412,5069.436,1606532.26,35284558.38,-0.3699,沪深300
000300,2021/7/12,5108.378,5159.412,5070.319,5132.709,2062120.39,43720314.59,1.2481,沪深300
000300,2021/7/13,5128.614,5154.051,5114.943,5142.099,1664822.09,36132849.17,0.1829,沪深300
000300,2021/7/14,5130.752,5130.752,5075.125,5083.085,1883527.2,37256811.03,-1.1477,沪深300
000300,2021/7/15,5073.263,5153.806,5067.677,5151.463,1810771.03,37248408.11,1.3452,沪深300
000300,2021/7/16,5140.904,5140.904,5090.632,5094.773,1699559.82,36259425.81,-1.1005,沪深300
000300,2021/7/19,5083.728,5120.824,5047.623,5113.495,1531995.89,34032262.38,0.3675,沪深300
000300,2021/7/20,5080.216,5114.003,5067.862,5108.994,1293000.44,28354313.08,-0.088,沪深300
000300,2021/7/21,5122.784,5160.545,5122.305,5144.043,1679764.69,39027551.93,0.686,沪深300
000300,2021/7/22,5150.386,5171.21,5137.88,5151.752,1855568.64,41822165.48,0.1499,沪深300
000300,2021/7/23,5145.431,5145.431,5079.997,5089.228,2165368.47,43552116.97,-1.2136,沪深300
000300,2021/7/26,5067.307,5067.307,4859.603,4925.299,2281117.1,49515365.51,-3.2211,沪深300
000300,2021/7/27,4924.282,4940.86,4749.033,4751.313,2366312.25,52114611.7,-3.5325,沪深300
000300,2021/7/28,4714.295,4785.657,4663.901,4760.483,1926343.93,41970615.52,0.193,沪深300
000300,2021/7/29,4845.76,4857.971,4800.013,4850.275,1733220.54,41567612.09,1.8862,沪深300
000300,2021/7/30,4825.7,4825.7,4761.038,4811.17,1823497.76,42094393.51,-0.8062,沪深300
000300,2021/8/2,4794.819,4938.815,4761.459,4933.736,2271949.18,52465944.93,2.5475,沪深300
000300,2021/8/3,4909.233,4957.029,4890.85,4934.458,2035333.6,47119412.84,0.0146,沪深300
000300,2021/8/4,4927.736,4979.291,4919.657,4978.848,1754664.61,42580140.66,0.8996,沪深300
000300,2021/8/5,4946.167,4997.14,4921.938,4948.67,1673818.29,39877220.68,-0.6061,沪深300
000300,2021/8/6,4943.043,4944.349,4891.797,4921.565,1541796.88,37177360.38,-0.5477,沪深300
000300,2021/8/9,4890.257,5002.894,4884.039,4985.563,1824368.71,40889706.29,1.3004,沪深300
000300,2021/8/10,4977.816,5043.761,4941.24,5043.148,1670519.02,41009875.56,1.155,沪深300
000300,2021/8/11,5037.082,5059.789,5009.978,5015.341,1822660.74,37338634.72,-0.5514,沪深300
000300,2021/8/12,4998.073,5016.263,4962.985,4973.351,1682237.33,36182838.2,-0.8372,沪深300
000300,2021/8/13,4958.758,4993.743,4921.281,4945.983,1583143.21,35245906.9,-0.5503,沪深300
000300,2021/8/16,4935.923,4973.376,4931.369,4941.068,1619533.73,34073512.02,-0.0994,沪深300
000300,2021/8/17,4935.004,4967.565,4823.392,4837.403,1875734.72,38845713.15,-2.098,沪深300
000300,2021/8/18,4838.471,4909.541,4818.901,4894.238,1974743.78,39579216.58,1.1749,沪深300
000300,2021/8/19,4886.564,4893.467,4839.568,4862.139,2017117.19,39742496.48,-0.6559,沪深300
000300,2021/8/20,4817.494,4835.153,4720.826,4769.268,1776358.1,40493803.57,-1.9101,沪深300
000300,2021/8/23,4777.735,4843.819,4764.009,4835.878,1675790.93,38959912.63,1.3967,沪深300
000300,2021/8/24,4844.593,4906.204,4842.748,4888.39,1978831.63,41748142.62,1.0859,沪深300
000300,2021/8/25,4890.521,4899.765,4865.765,4898.157,1894480.16,37186819.75,0.1998,沪深300
000300,2021/8/26,4892.204,4892.204,4798.695,4801.609,1976173.87,36898771.85,-1.9711,沪深300
000300,2021/8/27,4794.974,4863.469,4793.591,4827.043,1833102.11,36842141.03,0.5297,沪深300
000300,2021/8/30,4847.035,4849.16,4787.2,4813.27,2196357.57,47718207.17,-0.2853,沪深300
000300,2021/8/31,4803.085,4821.756,4740.752,4805.61,2351186.58,46080565.4,-0.1591,沪深300
000300,2021/9/1,4804.686,4906.402,4763.299,4869.459,3267210.8,56881974.84,1.3286,沪深300
000300,2021/9/2,4865.822,4892.705,4845.625,4869.411,2678580.13,46595413.28,-0.001,沪深300
000300,2021/9/3,4875.066,4886.548,4828.699,4843.062,2680918.96,46643011.97,-0.5411,沪深300
000300,2021/9/6,4841.062,4944.45,4837.786,4933.726,2405072.45,45275627.53,1.872,沪深300
000300,2021/9/7,4932.976,5005.961,4915.612,4992.829,2441785.19,41775963.91,1.1979,沪深300
000300,2021/9/8,4986.795,5013.976,4955.888,4972.132,2646153.15,42859107.77,-0.4145,沪深300
000300,2021/9/9,4952.492,4970.147,4929.95,4970.013,2565302.17,40167568.93,-0.0426,沪深300
000300,2021/9/10,4967.976,5042.799,4962.371,5013.522,2883043.52,47276253.32,0.8754,沪深300
000300,2021/9/13,5006.775,5029.724,4964.96,4991.66,2499152.98,43332962.74,-0.4361,沪深300
000300,2021/9/14,4989.835,5000.977,4907.316,4917.162,2455904.02,41724583.08,-1.4924,沪深300
000300,2021/9/15,4903.847,4903.847,4843.116,4867.319,1879847.3,36325665.39,-1.0137,沪深300
000300,2021/9/16,4866.794,4879.531,4806.144,4807.698,2167520.99,39351726.72,-1.2249,沪深300
000300,2021/9/17,4797.113,4857.958,4786.088,4855.94,2019581.27,36039742.01,1.0034,沪深300
000300,2021/9/22,4770.732,4830.85,4765.23,4821.768,1912203.76,31195298.94,-0.7037,沪深300
000300,2021/9/23,4848.222,4877.336,4837.557,4853.196,2281510.64,36214091.96,0.6518,沪深300
000300,2021/9/24,4845.638,4897.06,4838.535,4849.428,2076932.9,36184945.32,-0.0776,沪深300
000300,2021/9/27,4870.848,4922.563,4852.2,4877.37,2159670.3,42608302.54,0.5762,沪深300
000300,2021/9/28,4869.085,4901.311,4846.631,4883.828,1768908.8,32127219.15,0.1324,沪深300
000300,2021/9/29,4846.021,4868.068,4799.877,4833.928,1881713.66,33184176.77,-1.0217,沪深300
000300,2021/9/30,4843.953,4876.073,4843.953,4866.383,1461138.96,28325468.52,0.6714,沪深300
000300,2021/10/8,4915.731,4937.092,4891.625,4929.941,1689680.77,34363583.53,1.3061,沪深300
000300,2021/10/11,4941.292,4983.729,4930.713,4936.192,1635116.24,31518632.14,0.1268,沪深300
000300,2021/10/12,4920.66,4925.488,4840.77,4883.837,1680793.37,29942423.86,-1.0606,沪深300
000300,2021/10/13,4880.144,4953.375,4869.831,4940.109,1311428.13,28004466.66,1.1522,沪深300
000300,2021/10/14,4934.258,4953.923,4903.25,4913.612,1195570.13,24915166.66,-0.5364,沪深300
000300,2021/10/15,4896.558,4939.815,4881.014,4932.108,1428220.01,30072849.12,0.3764,沪深300
000300,2021/10/18,4922.514,4922.514,4844.938,4874.775,1412451.99,30253944.44,-1.1624,沪深300
000300,2021/10/19,4869.391,4928.143,4868.811,4922.723,1352664.93,28292824.38,0.9836,沪深300
000300,2021/10/20,4926.773,4944.022,4898.365,4910.185,1415331.83,27974773.25,-0.2547,沪深300
000300,2021/10/21,4914.738,4946.176,4893.853,4928.016,1488981.54,27480296.25,0.3631,沪深300
000300,2021/10/22,4934.87,4989.887,4934.87,4959.725,1439262.28,28925261.22,0.6434,沪深300
000300,2021/10/25,4940.896,4981.65,4930.112,4979.524,1418614.9,29940823.22,0.3992,沪深300
000300,2021/10/26,4983.238,5002.575,4953.479,4963.098,1408889.43,30178622.97,-0.3299,沪深300
000300,2021/10/27,4949.227,4949.227,4884.942,4898.164,1471115.93,29946046.94,-1.3083,沪深300
000300,2021/10/28,4882.586,4898.658,4846.278,4864.138,1566494.72,31663170.96,-0.6947,沪深300
000300,2021/10/29,4861.267,4908.77,4855.759,4908.77,1598873.53,36873198.73,0.9176,沪深300
000300,2021/11/1,4878.128,4908.206,4858.249,4890.685,1715839.74,37973076.76,-0.3684,沪深300
000300,2021/11/2,4886.185,4911.227,4797.899,4839.846,1854376.88,38573187.98,-1.0395,沪深300
000300,2021/11/3,4835.809,4858.713,4804.366,4821.112,1427638.2,30226993.47,-0.3871,沪深300
000300,2021/11/4,4841.091,4873.939,4834.743,4868.742,1325929.7,30868805.46,0.9879,沪深300
000300,2021/11/5,4858.9,4889.684,4841.744,4842.346,1477893.59,31207084.15,-0.5422,沪深300
000300,2021/11/8,4841.153,4866.082,4827.689,4848.18,1373982.64,29589382.4,0.1205,沪深300
000300,2021/11/9,4858.253,4870.791,4818.539,4846.744,1183755.26,26164506.54,-0.0296,沪深300
000300,2021/11/10,4832.801,4832.801,4753.996,4821.193,1351181.79,30105896.63,-0.5272,沪深300
000300,2021/11/11,4814.766,4898.653,4809.111,4898.653,1604848.63,32362462.61,1.6067,沪深300
000300,2021/11/12,4902.929,4909.084,4875.349,4888.375,1326629.69,27177324.45,-0.2098,沪深300
000300,2021/11/15,4894.412,4906.33,4863.396,4882.378,1218231.49,27299774.89,-0.1227,沪深300
000300,2021/11/16,4880.896,4915.372,4876.5,4883.321,1272544.06,28409459.09,0.0193,沪深300
000300,2021/11/17,4883.248,4891.523,4864.52,4885.754,1084592.23,24617791.69,0.0498,沪深300
000300,2021/11/18,4871.422,4871.422,4830.412,4837.619,1144805.65,24448471.38,-0.9852,沪深300
000300,2021/11/19,4832.06,4892.809,4829.567,4890.058,1271983.12,26628068.19,1.084,沪深300
000300,2021/11/22,4895.388,4918.996,4893.273,4912.399,1380928.36,31614881.15,0.4569,沪深300
000300,2021/11/23,4905.759,4927.521,4896.878,4913.346,1543044.11,30102214.61,0.0193,沪深300
000300,2021/11/24,4914.027,4935.489,4899.611,4916.658,1371506.73,28970733.77,0.0674,沪深300
000300,2021/11/25,4917.606,4921.333,4891.728,4896.442,1159840.31,25545099.44,-0.4112,沪深300
000300,2021/11/26,4886.952,4886.952,4850.811,4860.127,1203689.74,24304133.56,-0.7417,沪深300
000300,2021/11/29,4820.005,4858.532,4818.706,4851.423,1336268.62,28599522.17,-0.1791,沪深300
000300,2021/11/30,4857.183,4871.253,4810.219,4832.026,1296305.96,27926823.4,-0.3998,沪深300
000300,2021/12/1,4831.889,4844.524,4823.925,4843.851,1230867.89,25596891.24,0.2447,沪深300
000300,2021/12/2,4839.914,4866.851,4830.323,4856.163,1480885.21,27805172.62,0.2542,沪深300
000300,2021/12/3,4856.98,4901.018,4853.351,4901.018,1440596.26,30005269.83,0.9237,沪深300
000300,2021/12/6,4909.429,4943.903,4888.693,4892.621,1736156.83,33340579.1,-0.1713,沪深300
000300,2021/12/7,4930.826,4934.097,4895.218,4922.102,1790534.6,34061776.62,0.6026,沪深300
000300,2021/12/8,4934.406,4995.93,4915.79,4995.93,1574905.59,32906483.12,1.4999,沪深300
000300,2021/12/9,5000.687,5114.501,4999.41,5078.69,2205687.76,42568095.88,1.6565,沪深300
000300,2021/12/10,5046.268,5060.055,5035.809,5055.117,1936951.54,35691762.54,-0.4642,沪深300
000300,2021/12/13,5090.021,5143.841,5079.728,5083.801,2118015.96,42637653.25,0.5674,沪深300
000300,2021/12/14,5066.35,5075.214,5038.858,5049.695,1591077.9,31868553.81,-0.6709,沪深300
000300,2021/12/15,5036.284,5060.368,5003.778,5005.899,1505297.52,29107256.88,-0.8673,沪深300
000300,2021/12/16,5006.611,5034.732,4987.225,5034.732,1440538.67,29147476.69,0.576,沪深300
000300,2021/12/17,5021.339,5022.107,4954.759,4954.76,1490053.99,29794331.12,-1.5884,沪深300
000300,2021/12/20,4934.966,4971.673,4872.685,4880.418,1696756.9,31753691.94,-1.5004,沪深300
000300,2021/12/21,4876.514,4917.799,4872.949,4913.485,1433398.98,25902317.73,0.6775,沪深300
000300,2021/12/22,4924.577,4936.673,4903.165,4914.454,1332567.4,24464245.05,0.0197,沪深300
000300,2021/12/23,4924.291,4948.739,4906.747,4948.739,1395554.06,26335975.48,0.6976,沪深300
000300,2021/12/24,4953.062,4964.906,4905.979,4921.345,1426733.23,29048366.35,-0.5536,沪深300
000300,2021/12/27,4918.146,4939.689,4894.16,4919.324,1241009.52,25442152.52,-0.0411,沪深300
000300,2021/12/28,4923.692,4959.145,4913.598,4955.964,1304577.57,27631673.22,0.7448,沪深300
000300,2021/12/29,4958.646,4958.646,4883.48,4883.48,1135870.02,27322546.71,-1.4626,沪深300
000300,2021/12/30,4882.156,4940.178,4878.648,4921.511,1216171.78,26802247.73,0.7788,沪深300
000300,2021/12/31,4937.463,4950.364,4923.139,4940.373,1213137.37,26697538.87,0.3833,沪深300
000300,2022/1/4,4957.984,4961.453,4874.534,4917.765,1515347.76,33651696.16,-0.4576,沪深300
000300,2022/1/5,4907.935,4916.282,4851.984,4868.12,1788161,36394452.88,-1.0095,沪深300
000300,2022/1/6,4842.156,4857.56,4786.433,4818.232,1576658.26,32175007.65,-1.0248,沪深300
000300,2022/1/7,4824.318,4856.652,4818.193,4822.369,1871394.13,33221895.07,0.0859,沪深300
000300,2022/1/10,4812.23,4844.393,4780.819,4844.045,1562116.96,30503381.68,0.4495,沪深300
000300,2022/1/11,4840.009,4850.879,4791.885,4797.774,1469280.04,28644575.6,-0.9552,沪深300
000300,2022/1/12,4818.89,4852.731,4810.919,4845.579,1432002.04,29315304.28,0.9964,沪深300
000300,2022/1/13,4853.031,4853.063,4765.242,4765.919,1425196.53,28879911.7,-1.644,沪深300
000300,2022/1/14,4743.912,4764.052,4723.943,4726.732,1468631.26,28182844.85,-0.8222,沪深300
000300,2022/1/17,4728.76,4775.239,4726.708,4767.276,1152956.91,26378824.17,0.8578,沪深300
000300,2022/1/18,4766.781,4826.3,4747.92,4813.347,1508708.02,28274939.31,0.9664,沪深300
000300,2022/1/19,4815.811,4828.752,4755.93,4780.378,1339273.6,27553455.75,-0.6849,沪深300
000300,2022/1/20,4778.262,4845.005,4777.568,4823.509,1649713.15,30434426.8,0.9023,沪深300
000300,2022/1/21,4808.773,4818.305,4762.564,4779.314,1389525.85,27469915.53,-0.9162,沪深300
000300,2022/1/24,4753.941,4801.098,4746.448,4786.738,1144638.8,24626159.49,0.1553,沪深300
000300,2022/1/25,4761.95,4781.391,4678.247,4678.451,1336675.86,25055576.92,-2.2622,沪深300
000300,2022/1/26,4697.099,4718.995,4648.128,4712.311,1070708.42,22655344.84,0.7237,沪深300
000300,2022/1/27,4708.099,4708.436,4616.027,4619.877,1212638.04,25053565.48,-1.9615,沪深300
000300,2022/1/28,4641.814,4660.519,4559.833,4563.772,1264801.12,26396789.18,-1.2144,沪深300
000300,2022/2/7,4638.575,4672.654,4615.005,4634.09,1448497.2,26603179.4,1.5408,沪深300
000300,2022/2/8,4626.437,4626.437,4522.471,4608.773,1558307.08,28136487.38,-0.5463,沪深300
000300,2022/2/9,4608.149,4659.461,4595.283,4652.061,1483355.47,27377196.05,0.9393,沪深300
000300,2022/2/10,4657.211,4657.211,4608.091,4639.863,1515766.66,28722438.81,-0.2622,沪深300
000300,2022/2/11,4617.874,4662.596,4595.875,4601.395,1559745.84,30793801.67,-0.8291,沪深300
000300,2022/2/14,4579.42,4593.632,4530.057,4551.688,1436738.94,27573755.35,-1.0803,沪深300
000300,2022/2/15,4553.811,4601.453,4550.543,4600.103,1150256,24997700.87,1.0637,沪深300
000300,2022/2/16,4619.846,4643.1,4607.218,4617.989,1072589.55,21019093.1,0.3888,沪深300
000300,2022/2/17,4616.896,4650.159,4606.952,4629.165,1100146.43,22794624.93,0.242,沪深300
000300,2022/2/18,4604.567,4651.342,4598.1,4651.236,1045502.28,19582570.05,0.4768,沪深300
000300,2022/2/21,4646.052,4646.672,4613.297,4634.314,1125165.12,21503918.23,-0.3638,沪深300
000300,2022/2/22,4601.918,4602.066,4550.804,4574.153,1233172.37,24687296.07,-1.2982,沪深300
000300,2022/2/23,4582.006,4625.298,4579.295,4623.047,1229529.16,25905014.62,1.0689,沪深300
000300,2022/2/24,4592.069,4610.879,4488.476,4529.319,1844030.58,34234666.69,-2.0274,沪深300
000300,2022/2/25,4564.632,4611.86,4561.896,4573.425,1497225.83,27172759.97,0.9738,沪深300
000300,2022/2/28,4563.743,4581.646,4530.676,4581.646,1354069.78,24836372.75,0.1798,沪深300
000300,2022/3/1,4597.855,4623.431,4583.917,4619.686,1231392.2,26043118.51,0.8303,沪深300
000300,2022/3/2,4594.017,4594.017,4558.442,4578.601,1132983.25,21529965.54,-0.8893,沪深300
000300,2022/3/3,4595.025,4599.397,4544.431,4551.628,1382858.77,24270177.2,-0.5891,沪深300
000300,2022/3/4,4513.364,4539.393,4481.493,4496.43,1272668.06,24997028.23,-1.2127,沪深300
000300,2022/3/7,4462.517,4462.517,4338.304,4352.778,1621977.06,30689852.77,-3.1948,沪深300
000300,2022/3/8,4361.642,4383.647,4252.539,4265.391,1678632.77,31517669.84,-2.0076,沪深300
000300,2022/3/9,4280.979,4304.482,4068.193,4226.346,1942329,34100939.19,-0.9154,沪深300
000300,2022/3/10,4326.204,4335.673,4288.508,4292.837,1452663.83,30163618.22,1.5733,沪深300
000300,2022/3/11,4231.196,4316.044,4176.452,4306.522,1523999.21,29500883.24,0.3188,沪深300
000300,2022/3/14,4248.153,4280.361,4174.758,4174.758,1301872.36,26069165.95,-3.0596,沪深300
000300,2022/3/15,4125.487,4163.418,3983.812,3983.812,2025246.99,34698894.74,-4.5738,沪深300
000300,2022/3/16,4053.099,4168.585,3942.861,4156.081,1960219.82,37888358.83,4.3242,沪深300
000300,2022/3/17,4237.672,4302.743,4217.804,4237.696,1794073.44,38503919.73,1.9637,沪深300
000300,2022/3/18,4218.474,4283.368,4194.94,4265.902,1494583.05,27579129.11,0.6656,沪深300
000300,2022/3/21,4280.14,4287.817,4223.024,4258.746,1270363.6,25121454.33,-0.1677,沪深300
000300,2022/3/22,4252.566,4283.334,4236.689,4255.295,1263824.7,22621353.4,-0.081,沪深300
000300,2022/3/23,4269.609,4287.577,4241.957,4276.517,1170890.78,22639077.84,0.4987,沪深300
000300,2022/3/24,4249.533,4273.957,4216.851,4251.306,1089182.72,21959443.05,-0.5895,沪深300
000300,2022/3/25,4249.073,4254.845,4173.93,4174.574,1088080.46,21701318.73,-1.8049,沪深300
000300,2022/3/28,4128.838,4174.121,4091.298,4148.466,1184490.21,21346897.4,-0.6254,沪深300
000300,2022/3/29,4155.418,4177.213,4124.718,4134.144,1002669.72,19946385.37,-0.3452,沪深300
000300,2022/3/30,4162.167,4254.099,4160.735,4254.099,1383460.24,26886918.12,2.9016,沪深300
000300,2022/3/31,4234.716,4247.36,4214.535,4222.597,1340291.85,23887721.68,-0.7405,沪深300
000300,2022/4/1,4198.819,4290.671,4190.084,4276.158,1338030.53,24475887.08,1.2684,沪深300
000300,2022/4/6,4258.833,4277.524,4236.728,4263.841,1590621.95,25369092.99,-0.288,沪深300
000300,2022/4/7,4240.024,4278.113,4205.743,4209.1,1348803.53,21699618.55,-1.2838,沪深300
000300,2022/4/8,4213.211,4237.813,4175.529,4230.767,1428437.93,22908176.48,0.5148,沪深300
000300,2022/4/11,4203.79,4203.79,4089.093,4100.07,1481970.71,26522493.25,-3.0892,沪深300
000300,2022/4/12,4102.971,4179.973,4075.796,4179.973,1442856.84,25283041.28,1.9488,沪深300
000300,2022/4/13,4154.412,4194.037,4139.737,4139.737,1250974.89,22128102.96,-0.9626,沪深300
000300,2022/4/14,4172.644,4217.061,4155.551,4191.568,1247913.16,24599382.2,1.252,沪深300
000300,2022/4/15,4162.372,4211.317,4152.974,4188.747,1247622.63,22622974.03,-0.0673,沪深300
000300,2022/4/18,4152.931,4171.743,4119.994,4166.384,1175046.1,21285532.82,-0.5339,沪深300
000300,2022/4/19,4161.933,4186.939,4115.418,4134.902,1102174.71,20857057.91,-0.7556,沪深300
000300,2022/4/20,4130.543,4136.166,4060.504,4070.789,1173316.58,21653663.57,-1.5505,沪深300
000300,2022/4/21,4048.734,4086.439,3978.367,3995.83,1327838.28,22702667.97,-1.8414,沪深300
000300,2022/4/22,3967.202,4037.084,3953.722,4013.25,1221018.11,20637176.67,0.436,沪深300
000300,2022/4/25,3933.446,3958.21,3814.913,3814.913,1683645.02,27288927.23,-4.9421,沪深300
000300,2022/4/26,3822.489,3871.85,3773.899,3784.12,1575776.11,25962635.42,-0.8072,沪深300
000300,2022/4/27,3758.084,3895.731,3757.086,3895.536,1727340.46,29692410.29,2.9443,沪深300
000300,2022/4/28,3883.42,3943.435,3873.578,3921.107,1530565.86,26850224.25,0.6564,沪深300
000300,2022/4/29,3939.624,4017.428,3898.57,4016.241,1794583.77,32141487.74,2.4262,沪深300
000300,2022/5/5,3995.353,4039.7,3988.931,4010.21,1541707.16,29053823.07,-0.1502,沪深300
000300,2022/5/6,3928.855,3947.238,3902.051,3908.815,1230055.51,21482517.4,-2.5284,沪深300
000300,2022/5/9,3883.951,3914.112,3854.935,3877.436,929366.94,17175650.29,-0.8028,沪深300
000300,2022/5/10,3820.628,3932.682,3808.57,3919.868,1364169.18,23906021.19,1.0943,沪深300
000300,2022/5/11,3917.932,4033.303,3916.525,3976.423,1656322.56,30929491.28,1.4428,沪深300
000300,2022/5/12,3949.949,3985.927,3935.589,3958.74,1133760.66,20202915.64,-0.4447,沪深300
000300,2022/5/13,3983.82,4003.854,3957.139,3988.6,1099683.57,19572704.49,0.7543,沪深300
000300,2022/5/16,4014.996,4018.028,3947.746,3956.538,1124252.94,19971790.95,-0.8038,沪深300
000300,2022/5/17,3961.761,4005.893,3955.102,4005.893,1096614.54,21011753.97,1.2474,沪深300
000300,2022/5/18,4015.013,4017.341,3964.75,3991.907,1080742.33,20180066.61,-0.3491,沪深300
000300,2022/5/19,3938.296,3999.598,3933.745,3999.598,1162934.2,21020668.16,0.1927,沪深300
000300,2022/5/20,4020.816,4077.602,4020.816,4077.6,1470691.73,26560908.99,1.9502,沪深300
000300,2022/5/23,4080.969,4080.969,4029.085,4053.982,1304778.1,22598154.09,-0.5792,沪深300
000300,2022/5/24,4052.868,4055.783,3959.154,3959.154,1455543.36,24771303.97,-2.3391,沪深300
000300,2022/5/25,3959.767,3983.624,3946.808,3983.178,1077340.15,18870053.74,0.6068,沪深300
000300,2022/5/26,3987.682,4015.747,3938.239,3993.045,1262636.89,21698702.54,0.2477,沪深300
000300,2022/5/27,4022.71,4051.143,3983.384,4001.299,1127693.37,20694442.62,0.2067,沪深300
000300,2022/5/30,4020.858,4040.819,4003.377,4029.018,1111522.41,21114472.16,0.6928,沪深300
000300,2022/5/31,4031.762,4096.197,4020.378,4091.518,1354155.13,26777008.87,1.5512,沪深300
000300,2022/6/1,4086.618,4094.901,4058.847,4083.177,1148508.79,22541623.79,-0.2039,沪深300
000300,2022/6/2,4064,4091.152,4057.914,4089.568,1138936.38,22265753.79,0.1565,沪深300
000300,2022/6/6,4090.529,4166.615,4063.906,4166.085,1678710.11,32407562.69,1.871,沪深300
000300,2022/6/7,4165.69,4198.086,4155.168,4179.129,1429928.81,28573372.23,0.3131,沪深300
000300,2022/6/8,4187.148,4224.81,4158.033,4219.812,1573740.57,31948025.28,0.9735,沪深300
000300,2022/6/9,4211.723,4227.448,4160.881,4175.675,1684491.54,28517280.42,-1.0459,沪深300
000300,2022/6/10,4145.651,4241.354,4140.22,4238.994,1847962.14,32409144.07,1.5164,沪深300
000300,2022/6/13,4194.457,4218.233,4156.715,4189.353,1684756.22,33658567.05,-1.1711,沪深300
000300,2022/6/14,4143.223,4224.086,4102.929,4222.311,1713859.04,33541855.79,0.7867,沪深300
000300,2022/6/15,4228.293,4348.423,4228.293,4278.218,2570465.9,45976682.07,1.3241,沪深300
000300,2022/6/16,4282.083,4302.921,4241.075,4250.061,1840744.16,33723591.15,-0.6581,沪深300
000300,2022/6/17,4219.234,4318.766,4218.682,4309.044,1586490.98,34667572.68,1.3878,沪深300
000300,2022/6/20,4322.832,4368.356,4297.891,4330.433,1656663.82,35956929.69,0.4964,沪深300
000300,2022/6/21,4327.916,4357.34,4287.141,4325.566,1646676.15,31716331.77,-0.1124,沪深300
