date,open,high,low,close,volume,amount,outstanding_share,turnover,pct_chg,is_extreme,code
2020-01-02,222.2,226.92,221.92,223.78,37373749.0,908138836.0,11503432856.999998,0.0032489213841290477,,False,600104
2020-01-03,224.24,225.44,222.85,223.13,20009024.0,483696935.0,11503432856.999998,0.0017393959045733233,-0.002904638484225619,False,600104
2020-01-06,222.66,222.66,215.81,216.28,52456395.0,1235861323.0,11503432856.999998,0.00456006443051298,-0.03069959216600182,False,600104
2020-01-07,216.92,217.85,216.09,217.85,18661078.0,437713475.0,11503432856.999998,0.0016222181875599402,0.007259108562973848,False,600104
2020-01-08,217.48,222.2,215.72,221.18,30614378.0,723425993.0,11503432856.999998,0.002661325395694445,0.015285747073674694,False,600104
2020-01-09,222.2,232.29,221.28,231.0,54666733.0,1346215615.0,11503432856.999998,0.0047522103775078355,0.04439822768785606,False,600104
2020-01-10,230.81,232.85,229.42,231.92,25641817.0,640551457.0,11503432856.999998,0.0022290578228912426,0.003982683982683977,False,600104
2020-01-13,233.4,235.07,229.89,234.24,24056031.0,606341080.0,11503432856.999998,0.0020912045385966306,0.010003449465332936,False,600104
2020-01-14,231.92,234.79,228.22,231.18,34787257.0,868770351.0,11503432856.999998,0.003024076154695985,-0.01306352459016391,False,600104
2020-01-15,229.42,230.81,226.28,227.39,19075745.0,469505055.0,11503432856.999998,0.0016582654271235344,-0.016394151743230445,False,600104
2020-01-16,229.61,233.03,227.85,229.61,18671233.0,464838456.0,11503432856.999998,0.0016231009675201692,0.009762962311447465,False,600104
2020-01-17,231.74,233.03,228.13,229.05,16842878.0,418796517.0,11503432856.999998,0.00146416102126861,-0.002438918165585169,False,600104
2020-01-20,228.31,229.05,222.57,223.59,28635719.0,694920052.0,11683461365.0,0.0024509619286099296,-0.023837590045841517,False,600104
2020-01-21,222.76,222.76,213.41,213.87,42029629.0,983474682.0,11683461365.0,0.003597361063383805,-0.04347242721051925,False,600104
2020-01-22,213.13,216.09,212.48,214.89,22739918.0,527259384.0,11683461365.0,0.0019463339920925908,0.004769252349558162,False,600104
2020-01-23,213.87,213.87,208.31,209.33,24893614.0,566075416.0,11683461365.0,0.002130671144646696,-0.025873702824700917,False,600104
2020-02-03,188.87,198.69,188.41,189.8,51347241.0,1061826611.0,11683461365.0,0.00439486547658045,-0.09329766397554096,False,600104
2020-02-04,191.46,194.43,188.22,188.87,47281024.0,972245457.0,11683461365.0,0.004046833598614806,-0.004899894625922108,False,600104
2020-02-05,189.89,194.06,189.06,193.41,40502814.0,839131322.0,11683461365.0,0.003466679328553589,0.024037697887435705,False,600104
2020-02-06,193.96,196.0,190.72,194.52,29328782.0,612449565.0,11683461365.0,0.002510281934757782,0.005739103458973327,False,600104
2020-02-07,194.61,197.2,191.93,196.74,27022328.0,565735375.0,11683461365.0,0.0023128700610035354,0.011412708204811883,False,600104
2020-02-10,194.43,199.8,194.06,198.13,26828873.0,572839502.0,11683461365.0,0.0022963120398866487,0.007065162142929626,False,600104
2020-02-11,199.98,200.63,197.02,197.48,22062525.0,473508715.0,11683461365.0,0.0018883551980659115,-0.0032806743047494313,False,600104
2020-02-12,197.48,200.44,196.09,200.44,19535422.0,419442714.0,11683461365.0,0.0016720577395430108,0.014988859631355211,False,600104
2020-02-13,199.61,202.76,198.59,199.61,19297073.0,417275768.0,11683461365.0,0.0016516571927740525,-0.004140890041907763,False,600104
2020-02-14,199.61,201.65,197.3,198.96,16721894.0,359807269.0,11683461365.0,0.0014312448578033194,-0.003256349882270415,False,600104
2020-02-17,199.43,213.31,199.24,210.54,47188318.0,1062163456.0,11683461365.0,0.004038898792558296,0.05820265379975864,False,600104
2020-02-18,210.07,210.07,207.3,209.05,24709417.0,556644944.0,11683461365.0,0.002114905525687935,-0.007077039992400391,False,600104
2020-02-19,208.5,214.52,208.41,210.63,31059043.0,712715950.0,11683461365.0,0.0026583768311198588,0.007558000478354421,False,600104
2020-02-20,212.02,213.87,209.98,212.94,21201672.0,486957804.0,11683461365.0,0.0018146738657016134,0.010967098703888345,False,600104
2020-02-21,214.98,221.09,214.79,220.81,34526170.0,818442696.0,11683461365.0,0.0029551319528842383,0.036958767727998554,False,600104
2020-02-24,218.5,225.16,218.5,219.42,27932206.0,670025680.0,11683461365.0,0.002390747495744383,-0.006295004755219491,False,600104
2020-02-25,217.57,221.09,213.13,219.24,25137632.0,589682445.0,11683461365.0,0.002151556907211119,-0.0008203445447086954,False,600104
2020-02-26,216.92,220.44,213.41,217.66,25750072.0,604446204.0,11683461365.0,0.002203976304243122,-0.007206714103265899,False,600104
2020-02-27,217.85,221.92,214.61,216.18,24048411.0,565715636.0,11683461365.0,0.0020583293125821024,-0.006799595699715111,False,600104
2020-02-28,212.94,214.79,205.63,205.63,29787871.0,672529339.0,11683461365.0,0.0025495758550830795,-0.048801924322324,False,600104
2020-03-02,206.65,218.78,206.28,214.79,33383435.0,774542553.0,11683461365.0,0.0028573240375498942,0.044546029275883914,False,600104
2020-03-03,217.76,220.53,214.24,217.57,21515229.0,504034182.0,11683461365.0,0.0018415115459236167,0.012942874435495133,False,600104
2020-03-04,214.98,220.35,214.98,219.24,22876409.0,540312082.0,11683461365.0,0.001958016403300701,0.00767569058234141,False,600104
2020-03-05,220.81,222.2,216.55,218.59,22538961.0,531717326.0,11683461365.0,0.0019291338667425807,-0.0029647874475461355,False,600104
2020-03-06,216.65,217.29,211.55,212.2,18895274.0,435432877.0,11683461365.0,0.0016172667850474806,-0.029232810284093524,False,600104
2020-03-09,208.5,208.78,205.35,206.09,29670412.0,661871697.0,11683461365.0,0.0025395224131851274,-0.028793590951932124,False,600104
2020-03-10,204.15,217.11,204.05,215.72,28637687.0,656636228.0,11683461365.0,0.0024511303718425057,0.046727158037750405,False,600104
2020-03-11,216.83,219.61,211.65,212.02,29577826.0,688581241.0,11683461365.0,0.002531597878057433,-0.017151863526793987,False,600104
2020-03-12,210.91,211.37,206.46,209.89,18803329.0,422872696.0,11683461365.0,0.0016093971137978765,-0.010046222054523324,False,600104
2020-03-13,204.05,208.13,198.59,205.17,23182172.0,506760468.0,11683461365.0,0.0019841869866961295,-0.02248796988898949,False,600104
2020-03-16,205.91,206.0,190.91,193.13,37560583.0,799857105.0,11683461365.0,0.0032148506188859212,-0.05868304332992147,False,600104
2020-03-17,193.96,196.46,187.95,191.74,21076425.0,436396105.0,11683461365.0,0.0018039538405235271,-0.007197224667322422,False,600104
2020-03-18,191.83,194.15,185.17,186.09,31785276.0,649474098.0,11683461365.0,0.0027205358931744967,-0.029466986544278706,False,600104
2020-03-19,184.43,186.09,172.21,176.09,46588962.0,890853999.0,11683461365.0,0.00398759926913149,-0.053737438873663335,False,600104
2020-03-20,177.02,178.22,173.78,176.37,33720886.0,640157025.0,11683461365.0,0.002886206830881235,0.0015900959736498965,False,600104
2020-03-23,167.58,170.35,161.65,163.87,51899054.0,921772561.0,11683461365.0,0.00444209574360158,-0.07087373136020869,False,600104
2020-03-24,166.1,176.93,165.08,175.91,37730583.0,696108763.0,11683461365.0,0.003229401101374721,0.07347287483981191,False,600104
2020-03-25,182.39,193.04,182.39,190.07,54205173.0,1106018091.0,11683461365.0,0.004639478944346216,0.0804957080325166,False,600104
2020-03-26,186.83,189.33,184.06,186.0,24049734.0,483681452.0,11683461365.0,0.0020584425495722945,-0.02141316357131584,False,600104
2020-03-27,187.95,193.22,187.95,190.07,28020116.0,577361259.0,11683461365.0,0.002398271807012562,0.021881720430107388,False,600104
2020-03-30,187.85,196.37,187.02,195.17,31665038.0,659180279.0,11683461365.0,0.002710244593683389,0.02683221970852845,False,600104
2020-03-31,195.63,197.57,189.24,189.8,20349562.0,422813750.0,11683461365.0,0.001741740856092607,-0.027514474560639268,False,600104
2020-04-01,190.26,194.52,181.56,182.58,35385050.0,713335085.0,11683461365.0,0.0030286444140605927,-0.03804004214963119,False,600104
